Time,CwndBytes
45.5249,35780
45.5369,35838
45.5489,35896
45.579,34226
45.585,35147
45.591,36069
45.597,36990
45.6031,37912
45.6091,38833
45.6151,39755
45.6211,40676
45.6271,41598
45.6331,42519
45.6391,43440
45.6451,43177
45.6511,42914
45.6571,42651
45.6631,42387
45.6691,42124
45.6752,41861
45.6812,41598
45.6872,41334
45.6932,41071
45.6992,40808
45.7052,40544
45.7112,40281
45.7172,26064
45.7172,26144
45.7292,26224
45.7412,26303
45.7532,26382
45.7652,26461
45.7772,26540
45.7893,26619
45.8013,26697
45.8133,26775
45.8253,26853
45.8494,26064
45.8554,27512
45.8614,28960
45.8674,30408
45.8734,31856
45.9515,31921
45.9635,31986
45.9755,32051
45.9875,32116
45.9995,32181
46.0116,32246
46.0236,32311
46.0356,32375
46.0476,32439
46.0596,32503
46.0716,32567
46.0837,32631
46.0957,32695
46.1077,32759
46.1197,32823
46.1317,32886
46.1437,32949
46.1558,33012
46.1678,33075
46.1798,33138
46.1918,33201
46.2038,33264
46.2158,33327
46.2278,33389
46.2399,33451
46.2519,33513
46.2639,33575
46.2759,33637
46.2879,33699
46.2999,33761
46.312,33823
46.324,33884
46.336,33945
46.348,34006
46.36,34067
46.372,34128
46.3841,34189
46.3961,34250
46.4081,34311
46.4201,34372
46.4321,34433
46.4441,34493
46.4562,34553
46.4682,34613
46.4802,34673
46.4922,34733
46.5042,34793
46.5162,34853
46.5282,34913
46.5403,34973
46.5523,35032
46.5643,35091
46.5763,35150
46.5883,35209
46.6003,35268
46.6304,34358
46.6364,35411
46.6424,36464
46.6484,37517
46.6545,38570
46.6605,39623
46.6665,40676
46.6725,41729
